loc_rowid,pl_name,hostname,hd_name,hip_name,gaia_id,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_massj,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_msinij,pl_msinijerr1,pl_msinijerr2,pl_msinijlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_umag,sy_umagerr1,sy_umagerr2,sy_gmag,sy_gmagerr1,sy_gmagerr2,sy_rmag,sy_rmagerr1,sy_rmagerr2,sy_imag,sy_imagerr1,sy_imagerr2,sy_zmag,sy_zmagerr1,sy_zmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate,M2R infered radius [Rearth],Flux Contrast alpha=0 Ag=0.5,Flux Contrast alpha=90 Ag=0.5,SpT Number,Mam Inferred SpT from Teff,Mam Inferred Teff from SpT,Sep arcsec,Sep lod,Re,SpT,StarTeff,Mam Inferred StarRad from Teff,StarRad,Teq,Giant
2594,HD 22781 b,HD 22781,HD 22781,HIP 17187,Gaia DR2 217334764042444288,1,1,1,Radial Velocity,2011,Published Confirmed,0,<a refstr=DIAZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...538A.113D/abstract target=ref> D&iacute;az et al. 2012 </a>,528.07,0.14,-0.14,0.0,1.167,0.039,-0.039,0.0,,,,,,,,,,,,,,,,,4338.2,308.0,-308.0,0.0,13.65,0.97,-0.97,0.0,4338.2,308.0,-308.0,0.0,13.65,0.97,-0.97,0.0,Msini,0.8191,0.0023,-0.0023,0.0,,,,,,,,,,,,,0.0,2454881.4,0.12,-0.12,0.0,315.92,0.56,-0.56,0.0,<a refstr=DIAZ_ET_AL__2012 href=https://ui.adsabs.harvard.edu/abs/2012A%26A...538A.113D/abstract target=ref> D&iacute;az et al. 2012 </a>,K1,5027.0,50.0,-50.0,0.0,,,,,0.75,0.03,-0.03,0.0,-0.37,0.12,-0.12,0.0,[Fe/H],4.6,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h40m49.57s,55.2065581,+31d49m33.19s,31.8258855,32.6034,0.1151,-0.1143,30.6433,0.107095,-0.107095,7.149,0.018,-0.018,6.686,0.02,-0.02,6.607,0.021,-0.021,,,,,,,,,,,,,,,,8.52445,0.000535,-0.000535,2019-01-28,2012-02,2019-01-31,11.243285593124618,5.6241298891112306e-08,1.790216144885851e-08,5.1,,,0.03579381291521743,5.508742414242139,11.243285593124618,5.1,5027.0,0.9583579936753893,,,False
2595,HD 23079 b,HD 23079,HD 23079,HIP 17096,Gaia DR2 4733035238430992768,1,1,1,Radial Velocity,2001,Published Confirmed,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,730.59998,5.7,-5.7,0.0,1.6,0.03,-0.03,0.0,,,,,,,,,,,,,,,,,829.5363,34.9613,-34.9613,0.0,2.61,0.11,-0.11,0.0,829.5363,34.9613,-34.9613,0.0,2.61,0.11,-0.11,0.0,Msini,0.1,0.03,-0.03,0.0,,,,,,,,,,,,,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,,5974.0,10.0,-10.0,0.0,1.07,0.01,-0.01,0.0,1.12,0.06,-0.06,0.0,-0.13,,,0.0,[Fe/H],4.43,0.02,-0.02,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h39m42.77s,54.9281897,-52d54m58.44s,-52.9162344,33.4591,0.0349,-0.0348,29.8583,0.0309075,-0.0309075,6.03,0.018,-0.018,5.814,0.018,-0.018,5.705,0.02,-0.02,,,,,,,,,,,,,,,,6.96235,0.000293,-0.000293,2018-09-04,2017-03,2018-09-06,11.867636160713815,3.3334891853192957e-08,1.0610825631738821e-08,,4.241789032699341,,0.04781957673697141,7.359532532228997,11.867636160713815,4.241789032699341,5974.0,,1.07,215.4789862145974,False
2605,HD 233832 b,HD 233832,HD 233832,HIP 55806,Gaia DR2 790236569003888000,1,2,1,Radial Velocity,2018,Published Confirmed,0,<a refstr=BARBATO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...621A.110B/abstract target=ref>Barbato et al. 2019</a>,2058.0,47.0,-40.0,0.0,2.827,0.045,-0.039,0.0,,,,,,,,,,,,,,,,,565.7374,25.4264,-19.0698,0.0,1.78,0.08,-0.06,0.0,565.7374,25.4264,-19.0698,0.0,1.78,0.08,-0.06,0.0,Msini,0.359,0.046,-0.039,0.0,,,,,,,,,,,,,0.0,2456815.8,82.6,-88.0,0.0,283.903,7.543,-6.901,0.0,<a refstr=BARBATO_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019A&A...621A.110B/abstract target=ref>Barbato et al. 2019</a>,,4981.0,31.0,-31.0,0.0,0.68,0.03,-0.03,0.0,0.71,0.02,-0.02,0.0,-0.66,0.1,-0.1,0.0,[Fe/H],4.49,0.06,-0.06,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h26m04.72s,171.5196515,+50d22m34.72s,50.3763099,58.742,0.2626,-0.2602,16.9952,0.0751869,-0.0751869,8.544,0.024,-0.024,8.042,0.061,-0.061,8.013,0.02,-0.02,,,,,,,,,,,,,,,,9.94557,0.000508,-0.000508,2019-11-18,2019-01,2019-11-21,11.685999576685305,1.0353583370146576e-08,3.2956479441457447e-09,,4.915362455501283,,0.04812570222328147,7.406645882642687,11.685999576685305,4.915362455501283,4981.0,,0.68,107.74965832115679,False
2607,HD 23472 b,HD 23472,HD 23472,HIP 17264,Gaia DR2 4674216245427964416,0,1,5,Transit,2019,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,17.66713309,4.68e-05,-4.68e-05,0.0,,,,,2.235,0.161,-0.161,0.0,0.199,0.014,-0.014,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.37,,,0.0,505.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4813.0,111.0,-111.0,0.0,0.69,0.04,-0.04,0.0,,,,,,,,,,4.38,0.21,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,0.0401,-0.04,25.5897,0.0260766,-0.0260766,7.865,0.024,-0.024,7.347,0.029,-0.029,7.207,0.023,-0.023,,,,,,,,,,,,,,,,9.38476,0.000227,-0.000227,2022-10-03,2017-07,2022-10-03,,,,,5.03623314355271,,,,2.235,5.03623314355271,4813.0,,0.69,,False
2610,HD 23472 c,HD 23472,HD 23472,HIP 17264,Gaia DR2 4674216245427964416,0,1,5,Transit,2019,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,29.79762049,9.466e-05,-9.466e-05,0.0,,,,,1.677,0.972,-0.972,0.0,0.15,0.087,-0.087,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.66,,,0.0,424.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4813.0,111.0,-111.0,0.0,0.69,0.04,-0.04,0.0,,,,,,,,,,4.38,0.21,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,0.0401,-0.04,25.5897,0.0260766,-0.0260766,7.865,0.024,-0.024,7.347,0.029,-0.029,7.207,0.023,-0.023,,,,,,,,,,,,,,,,9.38476,0.000227,-0.000227,2022-08-09,2017-07,2022-08-09,,,,,5.03623314355271,,,,1.677,5.03623314355271,4813.0,,0.69,,False
2613,HD 23472 d,HD 23472,HD 23472,HIP 17264,Gaia DR2 4674216245427964416,0,1,5,Transit,2022,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.97666395,2.194e-05,-2.194e-05,0.0,,,,,0.807,0.769,-0.769,0.0,0.072,0.069,-0.069,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.27,,,0.0,830.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4813.0,111.0,-111.0,0.0,0.69,0.04,-0.04,0.0,,,,,,,,,,4.38,0.21,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,0.0401,-0.04,25.5897,0.0260766,-0.0260766,7.865,0.024,-0.024,7.347,0.029,-0.029,7.207,0.023,-0.023,,,,,,,,,,,,,,,,9.38476,0.000227,-0.000227,2022-10-03,2017-07,2022-10-03,,,,,5.03623314355271,,,,0.807,5.03623314355271,4813.0,,0.69,,False
2615,HD 23472 e,HD 23472,HD 23472,HIP 17264,Gaia DR2 4674216245427964416,0,1,5,Transit,2022,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,7.90767225,5.718e-05,-5.718e-05,0.0,,,,,0.928,0.525,-0.525,0.0,0.083,0.047,-0.047,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.9,,,0.0,660.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4813.0,111.0,-111.0,0.0,0.69,0.04,-0.04,0.0,,,,,,,,,,4.38,0.21,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,0.0401,-0.04,25.5897,0.0260766,-0.0260766,7.865,0.024,-0.024,7.347,0.029,-0.029,7.207,0.023,-0.023,,,,,,,,,,,,,,,,9.38476,0.000227,-0.000227,2022-10-03,2017-07,2022-10-03,,,,,5.03623314355271,,,,0.928,5.03623314355271,4813.0,,0.69,,False
2617,HD 23472 f,HD 23472,HD 23472,HIP 17264,Gaia DR2 4674216245427964416,0,1,5,Transit,2022,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,12.16221717,4.916e-05,-4.916e-05,0.0,,,,,1.177,0.976,-0.976,0.0,0.105,0.087,-0.087,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.29,,,0.0,572.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,4813.0,111.0,-111.0,0.0,0.69,0.04,-0.04,0.0,,,,,,,,,,4.38,0.21,-0.21,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h41m50.17s,55.4590314,-62d46m02.16s,-62.7672667,39.0341,0.0401,-0.04,25.5897,0.0260766,-0.0260766,7.865,0.024,-0.024,7.347,0.029,-0.029,7.207,0.023,-0.023,,,,,,,,,,,,,,,,9.38476,0.000227,-0.000227,2022-10-03,2017-07,2022-10-03,,,,,5.03623314355271,,,,1.177,5.03623314355271,4813.0,,0.69,,False
2619,HD 23596 b,HD 23596,HD 23596,HIP 17747,Gaia DR2 224870885460646016,0,2,1,Radial Velocity,2003,Published Confirmed,0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,1561.0,12.0,-12.0,0.0,2.772,0.062,-0.062,0.0,,,,,,,,,,,,,,,,,2450.37,123.95,-123.95,0.0,7.71,0.39,-0.39,0.0,2450.37,123.95,-123.95,0.0,7.71,0.39,-0.39,0.0,Msini,0.266,0.014,-0.014,0.0,,,,,,,,,,,,,0.0,2453163.0,22.0,-22.0,0.0,272.6,3.3,-3.3,0.0,<a refstr=WITTENMYER_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJS..182...97W/abstract target=ref> Wittenmyer et al. 2009 </a>,F8 V,5904.0,44.0,-44.0,0.0,,,,,1.16,0.06,-0.06,0.0,0.33,0.03,-0.03,0.0,[Fe/H],,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h48m00.45s,57.0018601,+40d31m50.63s,40.5307308,52.0018,0.1026,-0.1022,19.2012,0.0375987,-0.0375987,6.173,0.019,-0.019,5.962,0.021,-0.021,5.874,0.023,-0.023,,,,,,,,,,,,,,,,7.10356,0.000183,-0.000183,2018-04-25,2009-05,2014-05-14,11.852980511540181,1.1078456537137867e-08,3.5263822394284265e-09,3.8,,,0.0533058471052925,8.203880977183891,11.852980511540181,3.8,5904.0,1.1760800137454608,,,False
2633,HD 24040 c,HD 24040,HD 24040,HIP 17960,Gaia DR2 43802039287826432,1,1,2,Radial Velocity,2021,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,515.4,2.2,-2.5,0.0,1.3,0.021,-0.022,0.0,,,,,,,,,,,,,,,,,63.88351,8.58137,-8.58137,0.0,0.201,0.027,-0.027,0.0,63.88351,8.58137,-8.58137,0.0,0.201,0.027,-0.027,0.0,Msini,0.11,0.12,-0.079,0.0,,,,,,,,,,,,,0.0,,,,,-17.1887,74.4845,-49.8473,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,5776.49,84.58,-84.58,0.0,1.39,0.03,-0.03,0.0,1.1,0.05,-0.05,0.0,0.197,0.059,-0.059,0.0,[Fe/H],4.2,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h50m23.09s,57.5962104,+17d28m31.03s,17.4752873,46.6224,0.1362,-0.1355,21.4203,0.062028,-0.062028,6.279,0.027,-0.027,6.038,0.042,-0.042,5.969,0.02,-0.02,,,,,,,,,,,,,,,,7.33476,0.000187,-0.000187,2021-09-20,2021-07,2021-09-20,8.452336680156538,2.561400208683025e-08,8.153190088970314e-09,,4.370277631455379,,0.02788359243625382,4.291342994915456,8.452336680156538,4.370277631455379,5776.49,,1.39,263.4556747966874,False
2639,HD 25171 b,HD 25171,HD 25171,HIP 18387,Gaia DR2 4670023700215616768,0,2,1,Radial Velocity,2010,Published Confirmed,0,<a refstr=MOUTOU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A..63M/abstract target=ref> Moutou et al. 2011 </a>,1845.0,167.0,-167.0,0.0,3.02,0.16,-0.16,0.0,,,,,,,,,,,,,,,,,301.926,31.7817,-31.7817,0.0,0.95,0.1,-0.1,0.0,301.926,31.7817,-31.7817,0.0,0.95,0.1,-0.1,0.0,Msini,0.08,0.06,-0.06,0.0,,,,,,,,,,,,,0.0,2455301.0,449.0,-449.0,0.0,96.0,89.0,-89.0,0.0,<a refstr=MOUTOU_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A%26A...527A..63M/abstract target=ref> Moutou et al. 2011 </a>,F8 V,6160.0,65.0,-65.0,0.0,1.18,0.04,-0.04,0.0,1.09,0.03,-0.03,0.0,-0.11,0.044,-0.044,0.0,[Fe/H],4.43,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h55m49.79s,58.9574779,-65d11m10.77s,-65.1863239,55.6146,0.0928,-0.0925,17.952,0.029734,-0.029734,6.765,0.02,-0.02,6.57,0.024,-0.024,6.489,0.023,-0.023,,,,,,,,,,,,,,,,7.638,0.000216,-0.000216,2019-06-24,2011-03,2019-01-31,11.20087162049363,8.33489863719837e-09,2.6530806365600454e-09,3.8,,,0.05430228752881437,8.357235235287718,11.20087162049363,3.8,6160.0,,1.18,169.8345528620023,False
2644,HD 260655 b,HD 260655,HD 260655,HIP 31635,Gaia DR2 3359074685047632640,0,1,2,Transit,2022,TESS Project Candidate,0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,2.7695085,7.16e-05,-7.16e-05,0.0,,,,,1.473,0.11,-0.11,0.0,0.131,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.61,,,0.0,1014.0,,,0.0,,,,,0.0,,,,,,,,,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,,3807.0,157.0,-157.0,0.0,0.47,0.01,-0.01,0.0,,,,,,,,,,4.77,0.01,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h37m09.97s,99.2915429,+17d33m58.57s,17.5662696,10.0055,0.00505,-0.00505,99.9164,0.0503102,-0.0503102,6.674,0.024,-0.024,6.031,0.016,-0.016,5.862,0.024,-0.024,,,,,,,,,,,,,,,,8.876041,0.000554,-0.000554,2022-08-09,2017-07,2022-08-09,,,,,5.803255608564929,,,,1.473,5.803255608564929,3807.0,,0.47,,False
2648,HD 26161 b,HD 26161,HD 26161,HIP 19428,Gaia DR2 169149766470219520,1,1,1,Radial Velocity,2021,Published Confirmed,0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,32000.0,21000.0,-10000.0,0.0,20.4,7.9,-4.9,0.0,,,,,,,,,,,,,,,,,4290.68349,2701.54146,-1175.96511,0.0,13.5,8.5,-3.7,0.0,4290.68349,2701.54146,-1175.96511,0.0,13.5,8.5,-3.7,0.0,Msini,0.82,0.061,-0.05,0.0,,,,,,,,,,,,,0.0,,,,,-4.0107,7.4485,-6.8755,0.0,<a refstr=ROSENTHAL_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021ApJS..255....8R/abstract target=ref>Rosenthal et al. 2021</a>,,6057.62,87.6,-87.6,0.0,1.46,0.03,-0.03,0.0,1.13,0.05,-0.05,0.0,-0.009,0.059,-0.059,0.0,[Fe/H],4.16,0.03,-0.03,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h09m38.93s,62.4122255,+31d39m08.76s,31.6524346,40.9128,0.0764,-0.0761,24.4134,0.0452063,-0.0452063,5.831,0.019,-0.019,5.582,0.031,-0.031,5.524,0.015,-0.015,,,,,,,,,,,,,,,,6.7427,0.000162,-0.000162,2021-09-20,2021-07,2021-09-20,11.258774706132375,1.8455783718478852e-10,5.87465841486166e-11,,4.18819797107775,,0.4986214583211122,76.73888173385996,11.258774706132375,4.18819797107775,6057.62,,1.46,71.47780019574164,False
2655,HD 26965 b,HD 26965,HD 26965,HIP 19849,Gaia DR2 3195919528988725120,1,3,1,Radial Velocity,2018,Published Confirmed,0,<a refstr=MA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.2411M/abstract target=ref>Ma et al. 2018</a>,42.378,0.01,-0.01,0.0,,,,,,,,,,,,,,,,,,,,,8.47,0.47,-0.47,0.0,0.02665,0.00148,-0.00148,0.0,8.47,0.47,-0.47,0.0,0.02665,0.00148,-0.00148,0.0,Msini,0.04,0.05,-0.03,0.0,,,,,,,,,,,,,0.0,,,,,148.969,126.051,-80.214,0.0,<a refstr=MA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.480.2411M/abstract target=ref>Ma et al. 2018</a>,K0 V,5072.0,53.0,-53.0,0.0,0.87,0.17,-0.17,0.0,0.78,0.08,-0.08,0.0,-0.42,0.04,-0.04,0.0,[Fe/H],4.45,0.19,-0.19,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h15m13.98s,63.8082666,-07d40m03.37s,-7.6676027,5.03545,0.01306,-0.013,198.566,0.510134,-0.510134,3.013,0.238,-0.238,2.594,0.198,-0.198,2.498,0.236,-0.236,,,,,,,,,,,,,,,,4.18665,0.0051126,-0.0051126,2018-08-06,2018-10,2018-08-09,2.594618882807503,,,5.0,,,,,2.594618882807503,5.0,5072.0,,0.87,,False
2658,HD 27631 b,HD 27631,HD 27631,HIP 20199,Gaia DR2 4840050395924931968,0,1,1,Radial Velocity,2012,Published Confirmed,0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,2208.0,66.0,-66.0,0.0,3.25,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,460.83,44.49,-44.49,0.0,1.45,0.14,-0.14,0.0,460.83,44.49,-44.49,0.0,1.45,0.14,-0.14,0.0,Msini,0.12,0.06,-0.06,0.0,,,,,,,,,,,,,0.0,2453867.0,224.0,-224.0,0.0,134.0,44.0,-44.0,0.0,<a refstr=MARMIER_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...551A..90M/abstract target=ref> Marmier et al. 2013 </a>,G3 IV-V,5737.0,36.0,-36.0,0.0,1.0,,,0.0,0.94,0.04,-0.04,0.0,-0.12,0.05,-0.05,0.0,[Fe/H],4.48,0.09,-0.09,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h19m45.41s,64.9392168,-41d57m38.38s,-41.9606604,50.2862,0.0823,-0.0821,19.8573,0.0322721,-0.0322721,7.023,0.026,-0.026,6.719,0.034,-0.034,6.646,0.021,-0.021,,,,,,,,,,,,,,,,8.08478,0.000368,-0.000368,2019-06-24,2013-03,2014-05-14,11.555285396775531,7.659584296287931e-09,2.438121405566562e-09,4.3,,,0.06463005755058047,9.946700568254627,11.555285396775531,4.3,5737.0,,1.0,140.36246198511105,True
2667,HD 27969 b,HD 27969,HD 27969,HIP 20753,Gaia DR2 228532602782156288,1,1,1,Radial Velocity,2021,Published Confirmed,0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,654.5,5.7,-5.8,0.0,1.552,0.032,-0.033,0.0,,,,,,,,,,,,,,,,,1525.57635,76.27882,-73.10053,0.0,4.8,0.24,-0.23,0.0,1525.57635,76.27882,-73.10053,0.0,4.8,0.24,-0.23,0.0,Msini,0.182,0.019,-0.019,0.0,0.76,0.13,-0.12,0.0,261.0,11.0,-11.0,0.0,,,,,0.0,2457042.0,15.0,-16.0,0.0,106.6,7.7,-7.7,0.0,<a refstr=DEMANGEON_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021A&A...653A..78D/abstract target=ref>Demangeon et al. 2021</a>,G0 V,5966.0,21.0,-21.0,0.0,1.27,0.1,-0.1,0.0,1.16,0.07,-0.07,0.0,0.18,0.02,-0.02,0.0,[Fe/H],4.12,0.04,-0.04,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h26m49.64s,66.7068364,+42d54m31.39s,42.90872,67.9328,0.3043,-0.3018,14.692,0.0651773,-0.0651773,6.516,0.019,-0.019,6.259,0.031,-0.031,6.202,0.02,-0.02,,,,,,,,,,,,,,,,7.5139,0.000241,-0.000241,2021-07-26,2021-09,2021-07-26,11.981546924722238,3.611211472969711e-08,1.1494843129465878e-08,4.0,,,0.022846106740779124,3.516063446532899,11.981546924722238,4.0,5966.0,,1.27,238.03841996396906,False
